
 0.010000 
1.300000 	 0.371557 
1.350000 	 0.093649 
1.400000 	 0.048683 
1.450000 	 0.039107 
1.500000 	 0.041246 
1.550000 	 0.069197 
1.600000 	 0.159731 
1.650000 	 0.028072 
1.700000 	 0.013536 
1.750000 	 0.008118 
1.800000 	 0.005383 
1.850000 	 0.003788 
1.900000 	 0.002774 
1.950000 	 0.002091 
2.000000 	 0.001613 
2.050000 	 0.001267 
2.100000 	 0.001011 
2.150000 	 0.000817 
2.200000 	 0.000667 
2.250000 	 0.000550 
2.300000 	 0.000458 
2.350000 	 0.000384 
2.400000 	 0.000324 
2.450000 	 0.000276 
2.500000 	 0.000236 
2.550000 	 0.000203 
2.600000 	 0.000175 
2.650000 	 0.000152 
2.700000 	 0.000132 
2.750000 	 0.000116 
2.800000 	 0.000102 
2.850000 	 0.000090 
2.900000 	 0.000079 
2.950000 	 0.000070 

 0.020000 
1.300000 	 0.724361 
1.350000 	 0.182090 
1.400000 	 0.094316 
1.450000 	 0.075575 
1.500000 	 0.079562 
1.550000 	 0.133293 
1.600000 	 0.307567 
1.650000 	 0.054136 
1.700000 	 0.026135 
1.750000 	 0.015689 
1.800000 	 0.010412 
1.850000 	 0.007331 
1.900000 	 0.005372 
1.950000 	 0.004053 
2.000000 	 0.003128 
2.050000 	 0.002458 
2.100000 	 0.001961 
2.150000 	 0.001585 
2.200000 	 0.001296 
2.250000 	 0.001069 
2.300000 	 0.000890 
2.350000 	 0.000747 
2.400000 	 0.000631 
2.450000 	 0.000536 
2.500000 	 0.000459 
2.550000 	 0.000394 
2.600000 	 0.000341 
2.650000 	 0.000296 
2.700000 	 0.000258 
2.750000 	 0.000226 
2.800000 	 0.000198 
2.850000 	 0.000175 
2.900000 	 0.000154 
2.950000 	 0.000137 

 0.030000 
1.300000 	 1.059326 
1.350000 	 0.265568 
1.400000 	 0.137038 
1.450000 	 0.109521 
1.500000 	 0.115077 
1.550000 	 0.192506 
1.600000 	 0.444005 
1.650000 	 0.078273 
1.700000 	 0.037832 
1.750000 	 0.022733 
1.800000 	 0.015099 
1.850000 	 0.010639 
1.900000 	 0.007800 
1.950000 	 0.005888 
2.000000 	 0.004547 
2.050000 	 0.003575 
2.100000 	 0.002854 
2.150000 	 0.002308 
2.200000 	 0.001887 
2.250000 	 0.001557 
2.300000 	 0.001297 
2.350000 	 0.001088 
2.400000 	 0.000920 
2.450000 	 0.000782 
2.500000 	 0.000669 
2.550000 	 0.000575 
2.600000 	 0.000497 
2.650000 	 0.000432 
2.700000 	 0.000376 
2.750000 	 0.000329 
2.800000 	 0.000289 
2.850000 	 0.000255 
2.900000 	 0.000226 
2.950000 	 0.000200 

 0.040000 
1.300000 	 1.377319 
1.350000 	 0.344315 
1.400000 	 0.176983 
1.450000 	 0.141058 
1.500000 	 0.147913 
1.550000 	 0.247046 
1.600000 	 0.569523 
1.650000 	 0.100562 
1.700000 	 0.048665 
1.750000 	 0.029271 
1.800000 	 0.019457 
1.850000 	 0.013719 
1.900000 	 0.010066 
1.950000 	 0.007603 
2.000000 	 0.005873 
2.050000 	 0.004620 
2.100000 	 0.003690 
2.150000 	 0.002985 
2.200000 	 0.002441 
2.250000 	 0.002016 
2.300000 	 0.001679 
2.350000 	 0.001410 
2.400000 	 0.001192 
2.450000 	 0.001014 
2.500000 	 0.000867 
2.550000 	 0.000746 
2.600000 	 0.000645 
2.650000 	 0.000560 
2.700000 	 0.000488 
2.750000 	 0.000427 
2.800000 	 0.000376 
2.850000 	 0.000331 
2.900000 	 0.000293 
2.950000 	 0.000260 

 0.050000 
1.300000 	 1.679164 
1.350000 	 0.418553 
1.400000 	 0.214279 
1.450000 	 0.170296 
1.500000 	 0.178188 
1.550000 	 0.297113 
1.600000 	 0.684583 
1.650000 	 0.121079 
1.700000 	 0.058667 
1.750000 	 0.035323 
1.800000 	 0.023500 
1.850000 	 0.016582 
1.900000 	 0.012173 
1.950000 	 0.009200 
2.000000 	 0.007111 
2.050000 	 0.005597 
2.100000 	 0.004472 
2.150000 	 0.003619 
2.200000 	 0.002961 
2.250000 	 0.002446 
2.300000 	 0.002038 
2.350000 	 0.001711 
2.400000 	 0.001447 
2.450000 	 0.001231 
2.500000 	 0.001054 
2.550000 	 0.000907 
2.600000 	 0.000784 
2.650000 	 0.000681 
2.700000 	 0.000594 
2.750000 	 0.000520 
2.800000 	 0.000457 
2.850000 	 0.000403 
